Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.062429333,0.077066667,0.062038667,0.052516,0.027881333,0.007978667,0,0
0.653214667,0.032668,0.102577333,0.014088,0.277093333,0.280910667,0.253396,0.221668,0.21674,0.249389333,0.156636,0.068389333
0.411314667,0.373268,0.078622667,0.4796,0.519882667,0.501250667,0.473601333,0.265033333,0.456190667,0.524878667,0.418534667,0.102028
0.577910667,0.635057333,0.260662667,0.115976,0.709929333,0.675177333,0.639258667,0.372717333,0.643154667,0.727950667,0.612305333,0.279892
0.764349333,0.814996,0.501714667,0.121058667,0.847608,0.798358667,0.750621333,0.460909333,0.472732,0.861665333,0.733561333,0.523705333
0.867986667,0.921769333,0.543169333,0.391152,0.931649333,0.58078,0.813369333,0.394826667,0.855992,0.935098667,0.501762667,0.639492
0.896866667,0.962713333,0.467942667,0.380421333,0.962301333,0.882478667,0.825793333,0.406374667,0.430664,0.937354667,0.792688,0.818834667
0.850485333,0.928526667,0.300741333,0.905438667,0.929922667,0.768486667,0.793738667,0.528274667,0.65758,0.880386667,0.227298667,0.718222667
0.743272,0.827482667,0.179617333,0.608148,0.603088,0.603826667,0.716970667,0.400446667,0.747633333,0.762492,0.377752,0.640410667
0.553249333,0.653214667,0.540573333,0.635997333,0.661056,0.519430667,0.583454667,0.613846667,0.38844,0.575482667,0.439196,0.381010667
0.279868,0.411314667,0.384529333,0.164093333,0.441869333,0.433158667,0.420792,0.290956,0.381537333,0.329288,0.193878667,0.175597333
0,0.098329333,0.124545333,0.065877333,0.184449333,0.169576,0.21226,0.212168,0.147629333,0.070165333,0,0
0,0,0,0,0.015989333,0.032256,0.04608,0.034964,0.002250667,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.004514667,0.062238667,0.074610667,0.068369333,0.041188,0.026778667,0.004389333,0,0
0.011666667,0.033216,0.126448,0.135769333,0.274589333,0.281738667,0.249164,0.153921333,0.215588,0.219084,0.166630667,0
0.359438667,0.368437333,0.433001333,0.223689333,0.517114667,0.503564,0.460729333,0.129688,0.451638667,0.487508,0.435738667,0.037644
0.628010667,0.627221333,0.679513333,0.320693333,0.351334667,0.669885333,0.626762667,0.132644,0.301481333,0.695836,0.631656,0.048821333
0.794454667,0.803758667,0.846384,0.496822667,0.586725333,0.785973333,0.744110667,0.202348,0.408437333,0.844738667,0.763817333,0.102358667
0.887050667,0.91032,0.591097333,0.561350667,0.707342667,0.849810667,0.812154667,0.429809333,0.181824,0.917122667,0.833325333,0.039452
0.910005333,0.9484,0.647710667,0.534312,0.656245333,0.860933333,0.826110667,0.549664,0.865204,0.929926667,0.839902667,0.089776
0.863072,0.9115,0.946776,0.607478667,0.574426667,0.589564,0.797482667,0.358557333,0.590468,0.875138667,0.781026667,0.176981333
0.750001333,0.811116,0.846030667,0.471052,0.528156,0.735229333,0.719153333,0.267237333,0.596142667,0.753048,0.663748,0.131810667
0.571316,0.645036,0.354862667,0.151064,0.384984,0.600077333,0.598338667,0.397109333,0.119313333,0.57266,0.476109333,0.072752
0.299566667,0.401174667,0.089032,0.116226667,0.208185333,0.370516,0.426897333,0.297468,0.057366667,0.328777333,0.216249333,0.040854667
0,0.052214667,0.133402667,0,0.100709333,0.196781333,0.212058667,0.215721333,0.063328,0.069086667,0,0
0,0,0,0,0,0.03512,0.04614,0.032726667,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.066492,0.067056,0.021986667,0,0.022177333,0.006264,0,0
0.000168,0.023282667,0.103952,0.118609333,0.071904,0.234824,0.251686667,0.122304,0.088450667,0.243152,0.187684,0.062834667
0.324108,0.121894667,0.366017333,0.294544,0.283998667,0.499124,0.468761333,0.316528,0.172774667,0.515508,0.471782667,0.345964
0.577662667,0.548698667,0.014497333,0.142789333,0.343881333,0.666014667,0.631232,0.643188,0.104902667,0.713261333,0.671365333,0.566192
0.743778667,0.679170667,0.505538667,0.420354667,0.354934667,0.571986667,0.749082667,0.770773333,0.282342667,0.845121333,0.807136,0.215124
0.839038667,0.261398667,0.665025333,0.101296,0.274973333,0.489004,0.814782667,0.485194667,0.277086667,0.911418667,0.8701,0.413886667
0.858465333,0.394388,0.245116,0.152574667,0.374866667,0.855808,0.743924,0.865890667,0.647505333,0.916408,0.873408,0.219988
0.809896,0.221797333,0.909125333,0.214344,0.3113,0.816150667,0.184596,0.833302667,0.686874667,0.857637333,0.811582667,0.188181333
0.13158,0.113192,0.829209333,0.320877333,0.242972,0.729552,0.735097333,0.755828,0.554102667,0.741350667,0.691945333,0.171412
0.076888,0.051742667,0.672529333,0.192801333,0.182682667,0.594924,0.402678667,0.46518,0.484184,0.559509333,0.496288,0.082008
0.031502667,0.014130667,0.453278667,0.225210667,0.225438667,0.404912,0.433561333,0.441401333,0.18376,0.316173333,0.228081333,0.162630667
0,0.003304,0.163888,0.068617333,0.108821333,0.189612,0.215501333,0.209597333,0.035325333,0.063365333,0,0
0,0,0,0,0.021185333,0.03524,0.04686,0.034186667,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.012116,0.00478,0.047370667,0.063790667,0.040924,0.020658667,0.004748,0,0
0.002278667,0.001762667,0.143536,0.221890667,0.047241333,0.075270667,0.250496,0.238557333,0.114428,0.228056,0.097830667,0.064597333
0.243945333,0.071734667,0.451812,0.508413333,0.116389333,0.187476,0.471654667,0.47464,0.201234667,0.489482667,0.167218667,0.359618667
0.120144,0.218602667,0.688566667,0.538514667,0.165745333,0.212469333,0.643578667,0.650872,0.640252,0.677049333,0.374825333,0.28926
0.115822667,0.134309333,0.849346667,0.899833333,0.279116,0.468146667,0.428590667,0.779925333,0.366064,0.797937333,0.46164,0.35394
0.172749333,0.179406667,0.936036,0.985705333,0.460872,0.23442,0.845604,0.856512,0.643504,0.870313333,0.244197333,0.808256
0.184502667,0.286626667,0.962562667,1.009745333,0.473301333,0.805170667,0.866633333,0.875958667,0.867546667,0.882621333,0.456078667,0.530289333
0.406933333,0.340246667,0.925344,0.962056,0.625997333,0.475242667,0.839724,0.842062667,0.824692,0.835017333,0.360556,0.772806667
0.238618667,0.352629333,0.834886667,0.856106667,0.560209333,0.232945333,0.759997333,0.618152,0.645076,0.724218667,0.368784,0.323437333
0.121644,0.184042667,0.684526667,0.683742667,0.605818667,0.563169333,0.628692,0.135865333,0.280142667,0.552208,0.448412,0.275217333
0.065390667,0.114962667,0.457096,0.458354667,0.4069,0.408654667,0.449212,0.238336,0.333945333,0.312522667,0.193517333,0.175910667
0,0.038609333,0.162673333,0.15086,0.176698667,0.154913333,0.222145333,0.183009333,0.137218667,0.059578667,0,0
0,0,0,0.001534667,0.01996,0.041070667,0.040970667,0.036009333,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.012656,0.066421333,0.068505333,0.05642,0.041730667,0.025888,0.004206667,0,0
0.004554667,0,0.134208,0.150132,0.271954667,0.227570667,0.247912,0.228368,0.227673333,0.219753333,0.170896,0.034758667
0.109682667,0.007516,0.431057333,0.400684,0.498716,0.371206667,0.463730667,0.455094667,0.474517333,0.47686,0.447874667,0.235016
0.519386667,0.011222667,0.663157333,0.558784,0.669337333,0.275568,0.628686667,0.628946667,0.662914667,0.659372,0.650242667,0.348418667
0.692438667,0.036641333,0.821349333,0.526654667,0.540798667,0.523181333,0.75066,0.757297333,0.799898667,0.778901333,0.323317333,0.473926667
0.801042667,0.069829333,0.918346667,0.415437333,0.330098667,0.238536,0.82338,0.668065333,0.873065333,0.834456,0.564156,0.554650667
0.383993333,0.169272,0.953154667,0.522050667,0.679089333,0.25258,0.840009333,0.523326667,0.88862,0.848466667,0.871373333,0.466658667
0.815124,0.142452,0.920998667,0.660177333,0.659832,0.451917333,0.812362667,0.726086667,0.846814667,0.805486667,0.809057333,0.589076
0.705156,0.124265333,0.832797333,0.366937333,0.758834667,0.352776,0.555544,0.333702667,0.748085333,0.697262667,0.682421333,0.640074667
0.494492,0.095581333,0.674777333,0.188017333,0.623190667,0.274936,0.472094667,0.363304,0.590410667,0.523824,0.480292,0.169350667
0.242225333,0.045645333,0.447070667,0.134457333,0.425681333,0.253930667,0.428770667,0.435398667,0.379288,0.204586667,0.215902667,0.184381333
0,0.024673333,0.157024,0.025558667,0.183709333,0.099652,0.213592,0.208197333,0.140733333,0.035193333,0,0
0,0,0,0,0.019046667,0.039764,0.046432,0.029366667,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.064521333,0.079293333,0.059977333,0.03958,0.025042667,0.002806667,0,0
0.005552,0.031812,0.114594667,0.034324,0.304537333,0.28518,0.2509,0.228897333,0.217173333,0.209909333,0.135122667,0.00326
0.350212,0.213556,0.374882667,0.078772,0.558106667,0.510069333,0.470752,0.455222667,0.276556,0.289193333,0.004106667,0.054504
0.609608,0.417126667,0.515088,0.0795,0.741902667,0.679110667,0.636298667,0.633084,0.167441333,0.513770667,0.232724,0.373392
0.540784,0.853457333,0.59008,0.185525333,0.870764,0.800996,0.752366667,0.765598667,0.288690667,0.594404,0.297361333,0.7171
0.870038667,0.977481333,0.808612,0.240401333,0.943702667,0.69746,0.821008,0.844838667,0.620081333,0.653717333,0.263918667,0.620686667
0.899389333,1.027748,0.971494667,0.11434,0.960137333,0.885737333,0.833536,0.861153333,0.670270667,0.695846667,0.370964,0.797469333
0.858756,0.995704,0.715656,0.186249333,0.918864,0.849564,0.802154667,0.831821333,0.028026667,0.396149333,0.445142667,0.43728
0.672973333,0.892258667,0.694749333,0.364716,0.820009333,0.764394667,0.475338667,0.197490667,0.218486667,0.681533333,0.019489333,0.361112
0.573854667,0.708916,0.667265333,0.170173333,0.664094667,0.628685333,0.587673333,0.540581333,0.167413333,0.509696,0.021625333,0.046741333
0.309154667,0.448069333,0.433633333,0.140549333,0.449784,0.442058667,0.331156,0.433864,0.195206667,0.276661333,0.001452,0.193777333
0,0.119774667,0.147622667,0.036010667,0.190465333,0.20936,0.11662,0.138761333,0,0.045037333,0,0
0,0,0,0,0.018104,0.035756,0.036001333,0.031750667,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.022336,0.062213333,0.0764,0.061482667,0.044238667,0,0.002464,0,0
0.004852,0.042646667,0.075150667,0.057166667,0.308946667,0.296506667,0.246349333,0.226181333,0.00308,0.214956,0.182986667,0.006041333
0.222704,0.374008,0.242257333,0.162817333,0.559809333,0.524744,0.462194667,0.45632,0.081104,0.474156,0.475754667,0.083392
0.502530667,0.636145333,0.300830667,0.728285333,0.730612,0.690178667,0.627541333,0.639813333,0.035712,0.665102667,0.685406667,0.184656
0.625353333,0.813861333,0.376298667,0.880154667,0.850989333,0.801894667,0.741668,0.770553333,0.037006667,0.797576,0.819428,0.426418667
0.840617333,0.922922667,0.552124,0.95734,0.918077333,0.862388,0.800966667,0.684337333,0.090354667,0.418230667,0.892090667,0.473065333
0.879069333,0.958824,0.484273333,0.981621333,0.921953333,0.883026667,0.380372,0.737922667,0.06632,0.567926667,0.9007,0.424301333
0.669745333,0.924310667,0.544738667,0.94134,0.881530667,0.85186,0.769992,0.663138667,0.062810667,0.374652,0.842302667,0.739802667
0.435889333,0.820508,0.408354667,0.841846667,0.781104,0.764788,0.710017333,0.672148,0.30492,0.501250667,0.719044,0.370458667
0.551317333,0.648276,0.088018667,0.673312,0.629949333,0.62464,0.59528,0.621368,0.326534667,0.346604,0.524829333,0.117028
0.265230667,0.405853333,0.300577333,0.44814,0.432188,0.37984,0.414926667,0.436992,0.103222667,0.288470667,0.24426,0.036308
0,0.107046667,0.102348,0.176056,0.189072,0.107538667,0,0.205297333,0.020558667,0.045853333,0,0
0,0,0,0.004390667,0.020173333,0.041288,0,0.029308,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
