,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.147272,0.14615899999999998,0.101948,0.024818,0.016242999999999997,0.125947,0.167452,0.131459,0.028823,0.042225,0.015954,0.018532,0.186635,0.205597,0.252293,0.12539,0.050622999999999994,0.047968000000000004,0.035501,0.027687999999999997,0.36998200000000003,0.34874099999999997,0.12842599999999998,0.044537999999999994,0.267297,0.237073,0.47186900000000004,0.36398899999999995,0.0709505,0.24496799999999996,0.11443,0.1888415,0.24768600000000002,0.030390499999999994,0.1833615,0.039722999999999994,0.192121,0.1797865,0.0687245,0.32582775,0.11566475000000001,0.16050874999999998,0.300531,0.16352925,0.26124600000000003,0.24468625,0.253064,0.14234549999999999,0.07218999999999999,0.13538574999999997,0.2315855,0.127156,0.187421,0.14445962499999998,0.182492,0.16200725,0.14495550000000001,0.14710825
8,1.261088,1.244032,0.58711,0.144822,0.035887,0.67515,1.263039,0.520207,0.17153100000000002,0.5254690000000001,0.023262,0.041073,1.3183040000000001,1.3746969999999998,0.756828,0.412266,0.19976,0.076491,0.29142,0.17843,1.435314,1.1199359999999998,0.210248,0.083555,1.371291,1.478159,1.553216,1.3694000000000002,0.349206,1.022275,0.9218865,0.5845469999999999,0.92379,0.059721,0.8393572499999999,0.18564550000000002,0.7056779999999999,0.9843584999999999,0.439265,1.26878725,0.45792412499999996,0.5980464999999999,1.4237795000000002,1.12272325,0.8764879999999999,1.00416325,1.39923825,0.6039602500000001,0.116755,0.40710412500000004,1.02091125,0.594281625,0.7590358125000001,0.767494625,0.5779114999999999,0.874222125,0.7246295,0.9531225
9,2.13137,2.1044389999999997,1.888942,0.448463,0.067468,1.2271379999999998,2.137747,1.1208399999999998,0.197679,0.5466380000000001,0.023004999999999998,0.203564,2.231469,2.277402,1.0811110000000002,0.519864,0.24739699999999998,0.221644,0.23452099999999998,0.108749,2.314998,1.797723,0.350351,0.204497,2.190077,1.496367,2.389972,2.369614,0.6250714999999999,1.7983759999999998,1.3890535000000002,0.8004875,1.417431,0.1359825,1.23508225,0.22253799999999999,1.016122,1.5769345000000001,1.0617315,1.9834532500000002,0.728363125,1.0714212500000002,1.9329904999999998,1.85415225,1.3186845,1.366739,2.1051962499999997,1.010457,0.186678,0.680404,1.59338825,0.9300768749999999,1.1737539375,1.187008125,0.9325955,1.3651338749999997,0.9820345000000001,1.4829940000000001
10,2.7254110000000003,2.6059140000000003,2.253797,0.780182,0.15372,2.860296,2.728388,1.6020150000000002,0.68279,0.797999,0.040706000000000006,0.176103,2.851032,2.880818,2.449052,1.185854,1.098317,0.874268,0.46084800000000004,0.146258,2.930407,2.363648,0.270158,0.30183499999999996,2.7005169999999996,1.507913,2.969232,2.950416,1.450501,2.9053560000000003,1.8245155,1.817453,2.0581305,0.22777749999999997,2.13678375,0.8905535,1.412248,2.070318,1.3573225,2.519775,1.505525875,1.90318725,2.2291645,2.3978645,2.0337745,2.02330875,2.55499125,1.8979547500000002,0.15543200000000001,1.084056375,2.09408175,1.7936423750000001,1.9258864375,1.79185925,1.258684,2.002746125,1.4280647499999999,1.94741675
11,3.073461,2.995382,1.2028979999999998,0.545436,0.22675,3.272021,3.0858290000000004,2.647192,0.432331,1.052191,0.155091,0.1527,3.228373,3.2206819999999996,2.238259,1.615086,0.47434,0.963051,0.627131,0.190592,3.287496,3.006219,0.6595359999999999,0.307124,3.007991,3.0422249999999997,3.31241,3.287715,1.713556,3.279868,2.140282,1.9266725,2.451291,0.266937,2.1892705,0.4533355,1.816675,2.451252,0.9150144999999998,2.881831,1.57616075,1.57663675,3.16497,2.7623565,1.8933749999999998,2.54582125,3.1928259999999997,1.86660175,0.40731349999999994,1.263068875,2.5732505000000003,1.95141325,2.201352125,2.18872125,1.6164845,2.453191,1.751741,2.295767
12,3.2112350000000003,3.158528,1.3325619999999998,0.969346,0.533582,3.434253,3.205001,2.9819989999999996,0.386169,0.460221,0.313092,0.39460500000000004,3.3504769999999997,3.333182,2.083425,1.556961,0.8308869999999999,0.8235030000000001,0.533609,0.338015,3.404068,3.1136019999999998,0.754848,0.7238559999999999,3.137829,3.098494,3.411505,3.3641799999999997,1.8736725,3.3992164999999996,1.9053489999999997,1.8201930000000002,2.4805145,0.628719,1.994387,0.608528,1.8236054999999998,2.51430325,0.9330854999999999,2.962904125,1.4089450000000001,1.50825525,3.231337,2.8627691250000002,2.121196,2.525765,3.2822595,2.0038722499999997,0.53397,1.3793601249999998,2.5094754999999997,1.93402975,2.2072721250000003,2.2098650625,1.8235919999999999,2.577966,1.4703677499999999,2.209826125
13,3.1030010000000003,3.048307,0.458961,1.233268,0.47806400000000004,3.332525,3.091796,2.815329,0.479099,0.508003,0.289688,0.5663469999999999,3.2437579999999997,3.2186529999999998,1.264963,1.1274629999999999,1.3797819999999998,0.280306,0.374747,0.197069,3.2892240000000004,3.018755,0.418794,0.8364149999999999,3.067857,2.5619009999999998,3.3035129999999997,3.224356,1.8111065,3.2784405000000003,1.8758804999999998,1.196213,2.2083435000000002,0.6572395,1.57042175,0.9294404999999999,1.6967510000000001,2.3942735,0.416854,2.8488932499999997,0.925363875,0.8409085000000001,2.8931285,2.7486372500000003,2.3416474999999997,2.04467075,3.0558907499999997,2.1039405,0.35424100000000003,1.2613672500000002,2.44731775,1.6907641249999998,1.9495538125,1.9380501250000002,1.7484095000000002,2.433498625,1.35817325,2.135077
14,2.7620109999999998,2.714224,0.523923,1.349108,0.41635300000000003,2.979901,2.7431840000000003,2.525623,0.21834399999999998,0.379169,0.396092,0.380544,2.894397,2.870436,2.365279,1.5408030000000001,1.382412,0.8014690000000001,0.615574,0.273588,2.950793,2.647716,0.769631,0.528109,2.772676,3.034471,2.9622319999999998,2.876515,1.6879965,2.9282079999999997,1.636783,1.9530410000000002,2.245798,0.47223100000000007,2.0010310000000002,0.800378,1.631645,2.1874145,0.5697485,2.5748232499999997,1.40125,1.4675137500000002,2.9554929999999997,2.47471275,2.172322,2.4542669999999998,2.9129645,1.864293,0.5828614999999999,1.316962,2.1422495,1.84451375,2.045155875,2.0077578750000002,1.5320345,2.3004805,1.3124835000000001,1.9120987500000002
15,2.1880390000000003,2.166807,0.259318,0.581187,0.28830399999999995,2.3923180000000004,2.175465,2.082087,0.127911,0.397951,0.33806200000000003,0.320803,2.327869,2.310617,0.835349,0.753076,2.047252,0.27353500000000003,0.47204,0.389689,2.38292,2.117312,0.320175,0.488159,2.253781,2.5023400000000002,2.3941640000000004,2.3049920000000004,1.3651900000000001,2.3486550000000004,1.36291,0.7942125,1.567998,0.38823149999999995,1.0991295,1.0875815,1.294676,1.7350705,0.365679,2.0646172500000004,0.6863322500000001,0.600514,2.4036660000000003,1.9615547500000001,2.220708,1.5989392500000001,2.3571415,1.7181182500000003,0.3291185,1.019146625,1.7401110000000002,1.23215975,1.4000788750000002,1.357315375,1.202808,1.86116575,0.9829745,1.5489902500000001
16,1.384579,1.238785,0.067759,0.278928,0.18601900000000002,1.514296,1.373846,1.2227750000000002,0.224935,0.163697,0.13198400000000002,0.172494,1.4957449999999999,1.519525,0.584307,0.550552,1.0378889999999998,0.36890300000000004,0.26457400000000003,0.218802,1.5858599999999998,0.8804109999999999,0.346283,0.329067,1.481836,1.667895,1.611596,1.546111,0.8231400000000001,1.5302035,0.8297209999999999,0.5674295,1.068206,0.257543,0.707014,0.6314119999999999,0.5724925,0.97316925,0.16616650000000002,1.2923826250000001,0.5379585,0.37523675,1.607003,1.178874125,1.3247425,1.08721625,1.563264,1.08080775,0.2391335,0.713545375,0.8550659999999999,0.765077,0.9166415,0.8647130625000001,0.533215,1.193202,0.6159515,0.901445125
17,0.351134,0.216552,0.028109000000000002,0.143149,0.094481,0.42152,0.373828,0.351524,0.194409,0.049210000000000004,0.027336,0.045444000000000005,0.457847,0.48679700000000004,0.283844,0.220636,0.395098,0.14804499999999998,0.380729,0.101365,0.547245,0.430367,0.08805,0.213757,0.488024,0.593252,0.580253,0.443953,0.22442800000000002,0.43273649999999997,0.2535285,0.25224,0.3839405,0.154119,0.26868625,0.2947535,0.405548,0.38968800000000003,0.204419,0.4849705,0.208365625,0.2441315,0.5186025,0.37041100000000005,0.48767550000000004,0.38542125,0.50269975,0.363745,0.057693,0.2258975,0.34194775,0.24655712500000002,0.31524881250000003,0.29552350000000005,0.262424,0.363563875,0.21657525,0.32160825000000004
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
